condition,rate_hz,repetition,run_tag,file_name,nominal_seq_step,duration_s,effective_live_rate,n_rows_total,live_count,replay_count,history_requests,history_loaded,missing_samples,live_missing_total,gaps_count,largest_gap,recovered_by_replay,unrecovered_context,replay_recovery_ratio,recovery_time_ms,relative_timestamp_offset_mean_ms,relative_timestamp_offset_median_ms,relative_timestamp_offset_p95_ms,relative_timestamp_offset_max_ms,staleness_mean_ms,staleness_median_ms,staleness_p95_ms,staleness_max_ms,inter_arrival_mean_ms,inter_arrival_std_ms,inter_arrival_p95_ms,validation_warning
reconnect_only,100,4,run_2026-06-22t13-23-59-057z,ui_log_reconnect_only_r100_rep4.csv,4,70.365,95.98521992467847,6760,6754,0,0,0,202,202,153,50,0,202,0.0,9.0,5.680769360344333,-0.0067138671875,31.77106933593749,1193.81494140625,5.680769360344333,-0.0067138671875,31.77106933593749,1193.81494140625,10.41685176958389,22.717437904243457,14.0,
reconnect_only,100,5,run_2026-06-22t13-25-50-120z,ui_log_reconnect_only_r100_rep5.csv,4,70.398,95.95443052359443,6761,6755,0,0,0,125,125,76,50,0,125,0.0,2.0,5.350354265937269,0.27294921875,32.78051757812499,89.414306640625,5.350354265937269,0.27294921875,32.78051757812499,89.414306640625,10.420195439739414,22.651341994287414,14.0,
reconnect_only,100,6,run_2026-06-22t13-27-40-046z,ui_log_reconnect_only_r100_rep6.csv,4,70.329,96.04857171294915,6761,6755,0,0,0,743,743,695,49,0,743,0.0,5.0,6.281721149842709,0.28857421875,35.09436035156247,122.380615234375,6.281721149842709,0.28857421875,35.09436035156247,122.380615234375,10.409683150725495,22.26295540984921,14.0,
reconnect_only,100,7,run_2026-06-22t13-29-29-866z,ui_log_reconnect_only_r100_rep7.csv,4,70.407,95.92796170835287,6760,6754,0,0,0,94,94,44,51,0,94,0.0,7.0,6.127831474577565,0.2862548828125,34.29305419921874,100.146728515625,6.127831474577565,0.2862548828125,34.29305419921874,100.146728515625,10.422775062934992,22.8447715390172,14.0,
reconnect_only,100,8,run_2026-06-22t13-31-19-884z,ui_log_reconnect_only_r100_rep8.csv,4,71.638,94.2516541500321,6758,6752,0,0,0,439,439,385,55,0,439,0.0,4.0,6.2458502240655545,-0.0352783203125,34.93511962890625,1185.270751953125,6.2458502240655545,-0.0352783203125,34.93511962890625,1185.270751953125,10.608502444082358,27.292338558541953,14.0,
reconnect_only,100,9,run_2026-06-22t13-33-11-072z,ui_log_reconnect_only_r100_rep9.csv,4,70.463,95.86591544498532,6761,6755,0,0,0,293,293,244,50,0,293,0.0,3.0,7.031608458433568,0.33837890625,34.359326171875,1234.742919921875,7.031608458433568,0.33837890625,34.359326171875,1234.742919921875,10.430115487118744,23.584642863910787,14.0,
reconnect_only,100,10,run_2026-06-22t13-35-01-103z,ui_log_reconnect_only_r100_rep10.csv,4,70.324,96.05540071668278,6761,6755,0,0,0,59,59,10,50,0,59,0.0,2.0,6.337110603835122,-0.208740234375,36.53173828124999,73.594482421875,6.337110603835122,-0.208740234375,36.53173828124999,73.594482421875,10.409090909090908,22.273373482019835,14.0,
reconnect_only,150,1,run_2026-06-22t13-36-50-962z,ui_log_reconnect_only_r150_rep1.csv,4,70.268,144.2192747765697,10140,10134,0,0,0,213,213,138,76,0,213,0.0,5.0,8.95116551491267,0.9713134765625,37.630590820312506,1074.67724609375,8.95116551491267,0.9713134765625,37.630590820312506,1074.67724609375,6.932399092075397,17.601391725118653,10.0,
reconnect_only,150,2,run_2026-06-22t13-38-41-884z,ui_log_reconnect_only_r150_rep2.csv,4,70.434,143.8651787488997,10139,10133,0,0,0,1054,1054,979,76,0,1054,0.0,5.0,10.668072858520736,0.927978515625,42.57436523437499,1450.93115234375,10.668072858520736,0.927978515625,42.57436523437499,1450.93115234375,6.949565732333202,19.1603822395535,10.0,
reconnect_only,150,3,run_2026-06-22t13-40-31-799z,ui_log_reconnect_only_r150_rep3.csv,4,70.218,144.3219687259677,10140,10134,0,0,0,201,201,123,76,0,201,0.0,6.0,12.395379237552731,1.8668212890625,47.07799072265625,1140.4267578125,12.395379237552731,1.8668212890625,47.07799072265625,1140.4267578125,6.92756340669101,17.729858741482932,10.0,
reconnect_only,150,4,run_2026-06-22t13-42-21-506z,ui_log_reconnect_only_r150_rep4.csv,4,70.212,144.33430182874721,10140,10134,0,0,0,647,647,572,76,0,647,0.0,0.0,10.544802936548685,1.2347412109375,43.22116699218751,113.47412109375,10.544802936548685,1.2347412109375,43.22116699218751,113.47412109375,6.926971281950064,17.45884551990512,10.0,
reconnect_only,150,5,run_2026-06-22t13-44-12-243z,ui_log_reconnect_only_r150_rep5.csv,4,70.208,144.24282133090247,10133,10127,0,0,0,633,633,552,82,0,633,0.0,4.0,12.88803776510967,2.44189453125,49.68889160156244,97.965576171875,12.88803776510967,2.44189453125,49.68889160156244,97.965576171875,6.931266047797749,17.610878123013517,11.0,
reconnect_only,150,6,run_2026-06-22t13-46-01-993z,ui_log_reconnect_only_r150_rep6.csv,4,70.21,144.29568437544512,10137,10131,0,0,0,79,79,1,79,0,79,0.0,4.0,13.034639171193305,1.970703125,46.934814453125,1118.6669921875,13.034639171193305,1.970703125,46.934814453125,1118.6669921875,6.928923988153998,17.74646430385302,10.0,
reconnect_only,150,7,run_2026-06-22t13-47-51-812z,ui_log_reconnect_only_r150_rep7.csv,4,70.24,144.248291571754,10138,10132,0,0,0,200,200,123,78,0,200,0.0,0.0,8.733623976016581,1.0914306640625,36.92817382812495,1135.781005859375,8.733623976016581,1.0914306640625,36.92817382812495,1135.781005859375,6.931102556509723,17.65507488678781,10.0,
reconnect_only,150,8,run_2026-06-22t13-49-41-503z,ui_log_reconnect_only_r150_rep8.csv,4,71.311,142.02577442470306,10134,10128,0,0,0,1399,1399,1320,80,0,1399,0.0,2.0,7.919205338657373,0.231689453125,35.0857666015625,1091.2890625,7.919205338657373,0.231689453125,35.0857666015625,1091.2890625,7.039597116618939,20.690263791384687,10.0,
reconnect_only,150,9,run_2026-06-22t13-51-32-319z,ui_log_reconnect_only_r150_rep9.csv,4,70.439,143.81237666633544,10136,10130,0,0,0,256,256,179,78,0,256,0.0,1.0,9.602987987220818,0.9908447265625,39.996325683593746,112.257080078125,9.602987987220818,0.9908447265625,39.996325683593746,112.257080078125,6.952117681903445,18.772442537996962,10.0,
reconnect_only,150,10,run_2026-06-22t13-53-22-379z,ui_log_reconnect_only_r150_rep10.csv,4,70.431,143.84291008220814,10137,10131,0,0,0,344,344,266,79,0,344,0.0,2.0,10.18486621643193,1.144287109375,40.2847900390625,1208.205322265625,10.18486621643193,1.144287109375,40.2847900390625,1208.205322265625,6.950444225074038,18.9153434671878,10.0,
