wall_ms,event,source,seq,t_ns,staleness_ms,gap_from_prev,ws_state,run_tag,last,count,note
1774319755748,run_start,,,,,,-1,run_2026-03-24T02-35-55-748Z,,,ws://localhost:8080/
1774319755749,ws_connect_attempt,,,,,,0,run_2026-03-24T02-35-55-748Z,,,ws://localhost:8080/
1774319756066,ws_open,,,,,,1,run_2026-03-24T02-35-55-748Z,,,
1774319756073,telemetry,live,564,1774319750340745500,5732.254638671875,0,1,delay_r100_rep3,,,
1774319756173,telemetry,live,568,1774319750350559200,5822.440673828125,4,1,delay_r100_rep3,,,
1774319756272,telemetry,live,571,1774319750360129300,5911.87060546875,3,1,delay_r100_rep3,,,
1774319756372,telemetry,live,576,1774319750370253000,6001.746826171875,5,1,delay_r100_rep3,,,
1774319756471,telemetry,live,580,1774319750380101000,6090.89892578125,4,1,delay_r100_rep3,,,
1774319756571,telemetry,live,584,1774319750390175200,6180.82470703125,4,1,delay_r100_rep3,,,
1774319756670,telemetry,live,588,1774319750400198400,6269.801513671875,4,1,delay_r100_rep3,,,
1774319756770,telemetry,live,592,1774319750410261000,6359.739013671875,4,1,delay_r100_rep3,,,
1774319756869,telemetry,live,596,1774319750420279800,6448.72021484375,4,1,delay_r100_rep3,,,
1774319756969,telemetry,live,600,1774319750430310700,6538.689453125,4,1,delay_r100_rep3,,,
1774319757068,telemetry,live,604,1774319750440200200,6627.7998046875,4,1,delay_r100_rep3,,,
1774319757168,telemetry,live,608,1774319750450138600,6717.861328125,4,1,delay_r100_rep3,,,
1774319757267,telemetry,live,612,1774319750460235300,6806.7646484375,4,1,delay_r100_rep3,,,
1774319757367,telemetry,live,616,1774319750470173200,6896.826904296875,4,1,delay_r100_rep3,,,
1774319757465,telemetry,live,620,1774319750480222000,6984.778076171875,4,1,delay_r100_rep3,,,
1774319757565,telemetry,live,623,1774319750490411300,7074.588623046875,3,1,delay_r100_rep3,,,
1774319757664,telemetry,live,628,1774319750500033300,7163.966796875,5,1,delay_r100_rep3,,,
