wall_ms,event,source,seq,t_ns,staleness_ms,gap_from_prev,ws_state,run_tag,last,count,note
1774318000522,run_start,,,,,,-1,run_2026-03-24T02-06-40-522Z,,,ws://localhost:8080/
1774318000522,ws_connect_attempt,,,,,,0,run_2026-03-24T02-06-40-522Z,,,ws://localhost:8080/
1774318000839,ws_open,,,,,,1,run_2026-03-24T02-06-40-522Z,,,
1774318000848,telemetry,live,643,1774318000985624800,-137.624755859375,0,1,baseline_r50_rep2,,,
1774318000866,telemetry,live,646,1774318001004813000,-138.81298828125,3,1,baseline_r50_rep2,,,
1774318000886,telemetry,live,648,1774318001024941800,-138.94189453125,2,1,baseline_r50_rep2,,,
1774318000906,telemetry,live,652,1774318001044965600,-138.965576171875,4,1,baseline_r50_rep2,,,
1774318000925,telemetry,live,656,1774318001064955600,-139.95556640625,4,1,baseline_r50_rep2,,,
1774318000945,telemetry,live,662,1774318001084927000,-139.927001953125,6,1,baseline_r50_rep2,,,
1774318000964,telemetry,live,664,1774318001104979700,-140.979736328125,2,1,baseline_r50_rep2,,,
1774318000984,telemetry,live,668,1774318001125029400,-141.029296875,4,1,baseline_r50_rep2,,,
1774318001004,telemetry,live,672,1774318001145012500,-141.012451171875,4,1,baseline_r50_rep2,,,
1774318001023,telemetry,live,676,1774318001165026000,-142.026123046875,4,1,baseline_r50_rep2,,,
1774318001043,telemetry,live,680,1774318001184952000,-141.9521484375,4,1,baseline_r50_rep2,,,
1774318001063,telemetry,live,684,1774318001205227800,-142.227783203125,4,1,baseline_r50_rep2,,,
1774318001082,telemetry,live,688,1774318001224868900,-142.868896484375,4,1,baseline_r50_rep2,,,
1774318001102,telemetry,live,692,1774318001245240800,-143.24072265625,4,1,baseline_r50_rep2,,,
1774318001121,telemetry,live,696,1774318001265048600,-144.048583984375,4,1,baseline_r50_rep2,,,
1774318001142,telemetry,live,700,1774318001285111000,-143.111083984375,4,1,baseline_r50_rep2,,,
1774318001161,telemetry,live,704,1774318001305195800,-144.19580078125,4,1,baseline_r50_rep2,,,
1774318001180,telemetry,live,708,1774318001325026000,-145.026123046875,4,1,baseline_r50_rep2,,,
1774318001199,telemetry,live,712,1774318001345020400,-146.0205078125,4,1,baseline_r50_rep2,,,
1774318001220,telemetry,live,716,1774318001364951300,-144.951416015625,4,1,baseline_r50_rep2,,,
1774318001239,telemetry,live,720,1774318001385209900,-146.2099609375,4,1,baseline_r50_rep2,,,
1774318001259,telemetry,live,724,1774318001405401900,-146.40185546875,4,1,baseline_r50_rep2,,,
1774318001279,telemetry,live,729,1774318001425019400,-146.019287109375,5,1,baseline_r50_rep2,,,
1774318001305,telemetry,live,732,1774318001445131300,-140.13134765625,3,1,baseline_r50_rep2,,,
1774318001330,telemetry,live,736,1774318001464980700,-134.980712890625,4,1,baseline_r50_rep2,,,
1774318001355,telemetry,live,740,1774318001484998100,-129.998046875,4,1,baseline_r50_rep2,,,
1774318001385,telemetry,live,744,1774318001505214700,-120.214599609375,4,1,baseline_r50_rep2,,,
1774318001411,telemetry,live,748,1774318001525199000,-114.19921875,4,1,baseline_r50_rep2,,,
1774318001448,telemetry,live,752,1774318001544942600,-96.942626953125,4,1,baseline_r50_rep2,,,
1774318001470,telemetry,live,756,1774318001564946200,-94.9462890625,4,1,baseline_r50_rep2,,,
1774318001471,telemetry,live,760,1774318001585062100,-114.062255859375,4,1,baseline_r50_rep2,,,
1774318001473,telemetry,live,764,1774318001605119700,-132.11962890625,4,1,baseline_r50_rep2,,,
1774318001497,telemetry,live,768,1774318001625238000,-128.238037109375,4,1,baseline_r50_rep2,,,
1774318001499,telemetry,live,772,1774318001645087700,-146.087646484375,4,1,baseline_r50_rep2,,,
1774318001522,telemetry,live,776,1774318001665040600,-143.04052734375,4,1,baseline_r50_rep2,,,
1774318001554,telemetry,live,780,1774318001685030700,-131.03076171875,4,1,baseline_r50_rep2,,,
1774318001586,telemetry,live,784,1774318001705006600,-119.006591796875,4,1,baseline_r50_rep2,,,
1774318001616,telemetry,live,788,1774318001725066500,-109.06640625,4,1,baseline_r50_rep2,,,
1774318001618,telemetry,live,792,1774318001745125600,-127.125732421875,4,1,baseline_r50_rep2,,,
1774318001621,telemetry,live,796,1774318001764907800,-143.90771484375,4,1,baseline_r50_rep2,,,
1774318001647,telemetry,live,800,1774318001785038000,-138.0380859375,4,1,baseline_r50_rep2,,,
1774318001676,telemetry,live,804,1774318001804969500,-128.969482421875,4,1,baseline_r50_rep2,,,
1774318001679,telemetry,live,808,1774318001824984800,-145.98486328125,4,1,baseline_r50_rep2,,,
1774318001712,telemetry,live,812,1774318001845751600,-133.75146484375,4,1,baseline_r50_rep2,,,
1774318001725,telemetry,live,816,1774318001865053200,-140.05322265625,4,1,baseline_r50_rep2,,,
1774318001728,telemetry,live,820,1774318001884896000,-156.89599609375,4,1,baseline_r50_rep2,,,
1774318001748,telemetry,live,824,1774318001905019600,-157.01953125,4,1,baseline_r50_rep2,,,
1774318001768,telemetry,live,828,1774318001925256000,-157.255859375,4,1,baseline_r50_rep2,,,
1774318001790,telemetry,live,832,1774318001944959700,-154.959716796875,4,1,baseline_r50_rep2,,,
1774318001807,telemetry,live,838,1774318001964985000,-157.985107421875,6,1,baseline_r50_rep2,,,
1774318001826,telemetry,live,841,1774318001984946200,-158.9462890625,3,1,baseline_r50_rep2,,,
1774318001846,telemetry,live,845,1774318002004979000,-158.97900390625,4,1,baseline_r50_rep2,,,
1774318001866,telemetry,live,848,1774318002025007900,-159.0078125,3,1,baseline_r50_rep2,,,
1774318001885,telemetry,live,852,1774318002045236200,-160.236328125,4,1,baseline_r50_rep2,,,
1774318001905,telemetry,live,856,1774318002065111800,-160.11181640625,4,1,baseline_r50_rep2,,,
1774318001924,telemetry,live,862,1774318002084990700,-160.99072265625,6,1,baseline_r50_rep2,,,
1774318001944,telemetry,live,864,1774318002104938500,-160.9384765625,2,1,baseline_r50_rep2,,,
1774318001967,telemetry,live,868,1774318002124962800,-157.962890625,4,1,baseline_r50_rep2,,,
1774318001983,telemetry,live,872,1774318002145031200,-162.03125,4,1,baseline_r50_rep2,,,
1774318002002,telemetry,live,876,1774318002164854300,-162.854248046875,4,1,baseline_r50_rep2,,,
1774318002022,telemetry,live,880,1774318002185075500,-163.075439453125,4,1,baseline_r50_rep2,,,
1774318002042,telemetry,live,886,1774318002205000400,-163.00048828125,6,1,baseline_r50_rep2,,,
1774318002061,telemetry,live,888,1774318002225014300,-164.01416015625,2,1,baseline_r50_rep2,,,
1774318002081,telemetry,live,892,1774318002245099000,-164.09912109375,4,1,baseline_r50_rep2,,,
1774318002101,telemetry,live,896,1774318002265101000,-164.10107421875,4,1,baseline_r50_rep2,,,
1774318002120,telemetry,live,900,1774318002285289500,-165.28955078125,4,1,baseline_r50_rep2,,,
1774318002140,telemetry,live,904,1774318002305060400,-165.060302734375,4,1,baseline_r50_rep2,,,
1774318002160,telemetry,live,910,1774318002325189000,-166.189208984375,6,1,baseline_r50_rep2,,,
1774318002179,telemetry,live,913,1774318002345028000,-166.028076171875,3,1,baseline_r50_rep2,,,
1774318002198,telemetry,live,916,1774318002364662500,-166.66259765625,3,1,baseline_r50_rep2,,,
1774318002218,telemetry,live,920,1774318002385190700,-167.190673828125,4,1,baseline_r50_rep2,,,
1774318002238,telemetry,live,924,1774318002405348600,-167.3486328125,4,1,baseline_r50_rep2,,,
1774318002258,telemetry,live,928,1774318002425200400,-167.200439453125,4,1,baseline_r50_rep2,,,
1774318002277,telemetry,live,932,1774318002445301000,-168.301025390625,4,1,baseline_r50_rep2,,,
1774318002297,telemetry,live,936,1774318002465131500,-168.131591796875,4,1,baseline_r50_rep2,,,
1774318002316,telemetry,live,940,1774318002485022000,-169.02197265625,4,1,baseline_r50_rep2,,,
1774318002336,telemetry,live,944,1774318002504979700,-168.979736328125,4,1,baseline_r50_rep2,,,
1774318002355,telemetry,live,948,1774318002525117200,-170.1171875,4,1,baseline_r50_rep2,,,
1774318002375,telemetry,live,952,1774318002545548500,-170.548583984375,4,1,baseline_r50_rep2,,,
1774318002395,telemetry,live,957,1774318002565103600,-170.103515625,5,1,baseline_r50_rep2,,,
1774318002415,telemetry,live,960,1774318002585311000,-170.31103515625,3,1,baseline_r50_rep2,,,
1774318002434,telemetry,live,964,1774318002605101000,-171.10107421875,4,1,baseline_r50_rep2,,,
1774318002454,telemetry,live,968,1774318002625218800,-171.21875,4,1,baseline_r50_rep2,,,
1774318002473,telemetry,live,974,1774318002645131000,-172.131103515625,6,1,baseline_r50_rep2,,,
