wall_ms,event,source,seq,t_ns,staleness_ms,gap_from_prev,ws_state,run_tag,last,count,note
1774318649438,run_start,,,,,,-1,run_2026-03-24T02-17-29-438Z,,,ws://localhost:8080/
1774318649439,ws_connect_attempt,,,,,,0,run_2026-03-24T02-17-29-438Z,,,ws://localhost:8080/
1774318649749,ws_open,,,,,,1,run_2026-03-24T02-17-29-438Z,,,
1774318649787,telemetry,live,699,1774318641966867700,7820.13232421875,0,1,delay_r100_rep2,,,
1774318649886,telemetry,live,703,1774318641976862700,7909.13720703125,4,1,delay_r100_rep2,,,
1774318649984,telemetry,live,707,1774318641986862600,7997.137451171875,4,1,delay_r100_rep2,,,
1774318650083,telemetry,live,712,1774318641996891400,8086.108642578125,5,1,delay_r100_rep2,,,
1774318650180,telemetry,live,716,1774318642006771200,8173.228759765625,4,1,delay_r100_rep2,,,
1774318650279,telemetry,live,719,1774318642016886000,8262.114013671875,3,1,delay_r100_rep2,,,
1774318650378,telemetry,live,724,1774318642026900700,8351.099365234375,5,1,delay_r100_rep2,,,
1774318650477,telemetry,live,728,1774318642036748800,8440.251220703125,4,1,delay_r100_rep2,,,
1774318650575,telemetry,live,732,1774318642046764800,8528.235107421875,4,1,delay_r100_rep2,,,
1774318650674,telemetry,live,735,1774318642056835000,8617.1650390625,3,1,delay_r100_rep2,,,
1774318650772,telemetry,live,739,1774318642066882800,8705.1171875,4,1,delay_r100_rep2,,,
1774318650871,telemetry,live,744,1774318642076939300,8794.060791015625,5,1,delay_r100_rep2,,,
1774318650970,telemetry,live,747,1774318642086884900,8883.115234375,3,1,delay_r100_rep2,,,
1774318651068,telemetry,live,751,1774318642096927700,8971.072265625,4,1,delay_r100_rep2,,,
1774318651166,telemetry,live,755,1774318642106791700,9059.208251953125,4,1,delay_r100_rep2,,,
1774318651264,telemetry,live,760,1774318642116897300,9147.102783203125,5,1,delay_r100_rep2,,,
1774318651363,telemetry,live,763,1774318642126864400,9236.135498046875,3,1,delay_r100_rep2,,,
1774318651461,telemetry,live,767,1774318642136932600,9324.0673828125,4,1,delay_r100_rep2,,,
1774318651559,telemetry,live,772,1774318642146930400,9412.069580078125,5,1,delay_r100_rep2,,,
1774318651658,telemetry,live,775,1774318642157005300,9500.99462890625,3,1,delay_r100_rep2,,,
1774318651756,telemetry,live,780,1774318642167003600,9588.996337890625,5,1,delay_r100_rep2,,,
1774318651854,telemetry,live,784,1774318642176918800,9677.081298828125,4,1,delay_r100_rep2,,,
1774318651953,telemetry,live,788,1774318642186698200,9766.3017578125,4,1,delay_r100_rep2,,,
1774318652051,telemetry,live,791,1774318642196808700,9854.19140625,3,1,delay_r100_rep2,,,
1774318652150,telemetry,live,796,1774318642206791400,9943.20849609375,5,1,delay_r100_rep2,,,
1774318652248,telemetry,live,800,1774318642216920300,10031.07958984375,4,1,delay_r100_rep2,,,
1774318652346,telemetry,live,804,1774318642226809000,10119.19091796875,4,1,delay_r100_rep2,,,
1774318652444,telemetry,live,808,1774318642236962600,10207.037353515625,4,1,delay_r100_rep2,,,
1774318652543,telemetry,live,812,1774318642246829600,10296.17041015625,4,1,delay_r100_rep2,,,
1774318652642,telemetry,live,815,1774318642257296100,10384.703857421875,3,1,delay_r100_rep2,,,
1774318652739,telemetry,live,820,1774318642266793700,10472.206298828125,5,1,delay_r100_rep2,,,
1774318652839,telemetry,live,823,1774318642276752000,10562.248046875,3,1,delay_r100_rep2,,,
1774318652936,telemetry,live,827,1774318642286905900,10649.09423828125,4,1,delay_r100_rep2,,,
1774318653035,telemetry,live,832,1774318642296722000,10738.278076171875,5,1,delay_r100_rep2,,,
1774318653133,telemetry,live,836,1774318642306737700,10826.262451171875,4,1,delay_r100_rep2,,,
1774318653232,telemetry,live,840,1774318642316729900,10915.270263671875,4,1,delay_r100_rep2,,,
1774318653330,telemetry,live,844,1774318642326698800,11003.30126953125,4,1,delay_r100_rep2,,,
1774318653429,telemetry,live,847,1774318642336860000,11092.14013671875,3,1,delay_r100_rep2,,,
1774318653527,telemetry,live,852,1774318642347215600,11179.784423828125,5,1,delay_r100_rep2,,,
1774318653625,telemetry,live,856,1774318642357144600,11267.85546875,4,1,delay_r100_rep2,,,
1774318653724,telemetry,live,859,1774318642367175400,11356.824462890625,3,1,delay_r100_rep2,,,
1774318653823,telemetry,live,864,1774318642377209300,11445.790771484375,5,1,delay_r100_rep2,,,
1774318653921,telemetry,live,868,1774318642387206400,11533.793701171875,4,1,delay_r100_rep2,,,
1774318654019,telemetry,live,872,1774318642396818200,11622.181884765625,4,1,delay_r100_rep2,,,
1774318654118,telemetry,live,875,1774318642406846000,11711.154052734375,3,1,delay_r100_rep2,,,
1774318654217,telemetry,live,880,1774318642417212400,11799.78759765625,5,1,delay_r100_rep2,,,
1774318654315,telemetry,live,883,1774318642426809900,11888.190185546875,3,1,delay_r100_rep2,,,
1774318654413,telemetry,live,888,1774318642437041400,11975.95849609375,5,1,delay_r100_rep2,,,
1774318654512,telemetry,live,891,1774318642446801400,12065.198486328125,3,1,delay_r100_rep2,,,
1774318654611,telemetry,live,896,1774318642456828200,12154.171875,5,1,delay_r100_rep2,,,
1774318654709,telemetry,live,899,1774318642466956800,12242.043212890625,3,1,delay_r100_rep2,,,
1774318654807,telemetry,live,904,1774318642476870000,12330.130126953125,5,1,delay_r100_rep2,,,
1774318654905,telemetry,live,908,1774318642487020000,12417.97998046875,4,1,delay_r100_rep2,,,
1774318655004,telemetry,live,912,1774318642496915200,12507.084716796875,4,1,delay_r100_rep2,,,
1774318655102,telemetry,live,915,1774318642506797600,12595.202392578125,3,1,delay_r100_rep2,,,
1774318655201,telemetry,live,918,1774318642516995600,12684.00439453125,3,1,delay_r100_rep2,,,
1774318655299,telemetry,live,923,1774318642526698200,12772.3017578125,5,1,delay_r100_rep2,,,
1774318655398,telemetry,live,928,1774318642536899600,12861.100341796875,5,1,delay_r100_rep2,,,
1774318655496,telemetry,live,932,1774318642546921500,12949.07861328125,4,1,delay_r100_rep2,,,
1774318655594,telemetry,live,935,1774318642557566200,13036.433837890625,3,1,delay_r100_rep2,,,
1774318655693,telemetry,live,940,1774318642566961700,13126.038330078125,5,1,delay_r100_rep2,,,
1774318655792,telemetry,live,944,1774318642576936700,13215.063232421875,4,1,delay_r100_rep2,,,
1774318655890,telemetry,live,945,1774318642586538800,13303.461181640625,1,1,delay_r100_rep2,,,
1774318655988,telemetry,live,949,1774318642596741600,13391.25830078125,4,1,delay_r100_rep2,,,
1774318656087,telemetry,live,955,1774318642606966300,13480.03369140625,6,1,delay_r100_rep2,,,
1774318656185,telemetry,live,960,1774318642616954000,13568.0458984375,5,1,delay_r100_rep2,,,
1774318656284,telemetry,live,964,1774318642626941200,13656.058837890625,4,1,delay_r100_rep2,,,
1774318656382,telemetry,live,968,1774318642636947700,13745.05224609375,4,1,delay_r100_rep2,,,
1774318656481,telemetry,live,972,1774318642647072800,13833.92724609375,4,1,delay_r100_rep2,,,
1774318656579,telemetry,live,975,1774318642656777700,13922.22216796875,3,1,delay_r100_rep2,,,
1774318656678,telemetry,live,979,1774318642667002600,14010.997314453125,4,1,delay_r100_rep2,,,
1774318656776,telemetry,live,984,1774318642676918500,14099.08154296875,5,1,delay_r100_rep2,,,
1774318656874,telemetry,live,988,1774318642687015000,14186.985107421875,4,1,delay_r100_rep2,,,
1774318656972,telemetry,live,992,1774318642696896000,14275.10400390625,4,1,delay_r100_rep2,,,
1774318657070,telemetry,live,996,1774318642706933800,14363.066162109375,4,1,delay_r100_rep2,,,
1774318657169,telemetry,live,1000,1774318642716934000,14452.066162109375,4,1,delay_r100_rep2,,,
1774318657267,telemetry,live,1004,1774318642726920200,14540.079833984375,4,1,delay_r100_rep2,,,
1774318657366,telemetry,live,1008,1774318642737040100,14628.9599609375,4,1,delay_r100_rep2,,,
1774318657463,telemetry,live,1012,1774318642746895000,14716.10498046875,4,1,delay_r100_rep2,,,
1774318657562,telemetry,live,1016,1774318642757101800,14804.898193359375,4,1,delay_r100_rep2,,,
1774318657661,telemetry,live,1020,1774318642766978300,14894.021728515625,4,1,delay_r100_rep2,,,
1774318657759,telemetry,live,1024,1774318642777017600,14981.982421875,4,1,delay_r100_rep2,,,
1774318657858,telemetry,live,1028,1774318642786926600,15071.073486328125,4,1,delay_r100_rep2,,,
1774318657956,telemetry,live,1032,1774318642796783000,15159.216796875,4,1,delay_r100_rep2,,,
1774318658054,telemetry,live,1035,1774318642806882300,15247.11767578125,3,1,delay_r100_rep2,,,
1774318658153,telemetry,live,1040,1774318642816967400,15336.032470703125,5,1,delay_r100_rep2,,,
1774318658252,telemetry,live,1043,1774318642826741000,15424.259033203125,3,1,delay_r100_rep2,,,
1774318658350,telemetry,live,1048,1774318642836803600,15513.196533203125,5,1,delay_r100_rep2,,,
1774318658448,telemetry,live,1052,1774318642847086800,15600.9130859375,4,1,delay_r100_rep2,,,
1774318658547,telemetry,live,1055,1774318642856767700,15690.232177734375,3,1,delay_r100_rep2,,,
1774318658646,telemetry,live,1059,1774318642866860800,15779.13916015625,4,1,delay_r100_rep2,,,
1774318658744,telemetry,live,1064,1774318642876787200,15867.212890625,5,1,delay_r100_rep2,,,
1774318658842,telemetry,live,1068,1774318642886792400,15955.20751953125,4,1,delay_r100_rep2,,,
1774318658941,telemetry,live,1072,1774318642896810000,16044.18994140625,4,1,delay_r100_rep2,,,
1774318659039,telemetry,live,1076,1774318642906764800,16132.235107421875,4,1,delay_r100_rep2,,,
1774318659138,telemetry,live,1080,1774318642916863500,16221.136474609375,4,1,delay_r100_rep2,,,
1774318659236,telemetry,live,1084,1774318642926884900,16309.115234375,4,1,delay_r100_rep2,,,
1774318659333,telemetry,live,1088,1774318642936874200,16396.125732421875,4,1,delay_r100_rep2,,,
1774318659432,telemetry,live,1092,1774318642946796800,16485.203125,4,1,delay_r100_rep2,,,
1774318659531,telemetry,live,1096,1774318642956947500,16574.052490234375,4,1,delay_r100_rep2,,,
1774318659629,telemetry,live,1100,1774318642966785300,16662.214599609375,4,1,delay_r100_rep2,,,
1774318659727,telemetry,live,1104,1774318642976935400,16750.064697265625,4,1,delay_r100_rep2,,,
1774318659825,telemetry,live,1108,1774318642986828300,16838.171630859375,4,1,delay_r100_rep2,,,
1774318659924,telemetry,live,1111,1774318642997069800,16926.93017578125,3,1,delay_r100_rep2,,,
1774318660022,telemetry,live,1116,1774318643006944500,17015.055419921875,5,1,delay_r100_rep2,,,
1774318660121,telemetry,live,1120,1774318643016972800,17104.027099609375,4,1,delay_r100_rep2,,,
1774318660219,telemetry,live,1124,1774318643027029500,17191.970458984375,4,1,delay_r100_rep2,,,
1774318660318,telemetry,live,1128,1774318643037111300,17279.888671875,4,1,delay_r100_rep2,,,
1774318660416,telemetry,live,1131,1774318643047099000,17368.901123046875,3,1,delay_r100_rep2,,,
1774318660514,telemetry,live,1136,1774318643057252900,17456.7470703125,5,1,delay_r100_rep2,,,
1774318660613,telemetry,live,1140,1774318643066781000,17546.218994140625,4,1,delay_r100_rep2,,,
1774318660717,telemetry,live,1144,1774318643076815400,17640.1845703125,4,1,delay_r100_rep2,,,
1774318660813,telemetry,live,1148,1774318643087374300,17725.625732421875,4,1,delay_r100_rep2,,,
